연번,구인등록일,모집기간,사업장명,모집직종,구인인원,고용형태,임금형태,임금,근무지,입사형태,요구경력,요구학력,전공계열,요구자격증,사업장 주소,기업형태,담당기관,연락처
467,2019-07-23,2019-07-23 ~ 2019-08-02,(주)한빛씨에스,경비원(건물 관리원),1,상용직,시급,"8,350",,무관,무관,무관,,    ,충청남도 천안시 동남구 목천읍 독립기념관로 1독립기념관 내,중소,천안고용,1588-1519
468,2019-07-23,2019-07-23 ~ 2019-08-05,에이치케이안전시스템(주),비계공,5,상용직,월급,"2,500,000",,무관,무관,무관,,    ,충청남도 아산시 음봉면 음봉로586번길 41-12에이치케이안전시스템,중소,아산센터,1588-1519
469,2019-07-23,2019-07-23 ~ 2019-08-05,성산지엘에스(주),제조 단순 종사원,1,상용직,월급,"2,600,000",,무관,무관,무관,,    ,충청남도 서산시 대산읍 독곶2로 103한화토탈 내,중소,서산센터,1588-1519
470,2019-07-23,2019-07-23 ~ 2019-09-22,(주)주원에이치티엘,생산·품질 사무원 및 관리원(그 외 분야),1,상용직,월급,"1,745,150",,무관,무관,무관,,    ,경기도 평택시 청북읍 토진2길 14D동,중소,평택시여성회관,1588-1519
471,2019-07-23,2019-07-23 ~ 2019-09-22,주식회사엑스파워정보통신,고객 상담원 및 모니터 요원,10,상용직,시급,"8,350",,무관,무관,무관,,    ,인천광역시 부평구 장제로 145신명스카이홈 4층 (부평동),중소,부평구청,1588-1519
472,2019-07-23,2019-07-23 ~ 2019-09-22,(주)이편한자동화기술,텔레마케터,2,계약직,시급,"10,000",,무관,무관,무관,,    ,대전광역시 대덕구 대화로 160산업용재유통상가 지원2동 207-2호 (대화동),중소,대덕구청,1588-1519
473,2019-07-23,2019-07-23 ~ 2019-08-07,주식회사 명진,물건·이삿짐 운반원,1,계약직,시급,"10,000",,무관,무관,무관,,자동차운전면허  지게차운전기능사  ,경상북도 고령군 다산면 벌지로 188(주) 명진,중소,하남일자리센터,1588-1519
474,2019-07-23,2019-07-23 ~ 2019-09-22,조은미래인덱스,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",3,계약직,시급,"8,350",,무관,무관,무관,,    ,경기도 고양시 일산동구 일산로 142419호 (백석동),중소,고양시청,1588-1519
475,2019-07-23,2019-07-23 ~ 2019-09-22,케이피항공산업(주),생산·품질 사무원,1,상용직,연봉,"34,000,000",,경력,3년0개월,초대졸,기계공학,자동차운전면허1종보통    ,경상남도 김해시 진례면 테크노밸리로 12,중소,경남일자리,1588-1519
476,2019-07-23,2019-07-23 ~ 2019-09-22,케이피항공산업(주),기술 영업원,2,상용직,연봉,"34,000,000",,경력,3년0개월,초대졸,기계공학,자동차운전면허1종보통    ,경상남도 김해시 진례면 테크노밸리로 12,중소,경남일자리,1588-1519
477,2019-07-24,2019-07-24 ~ 2019-08-01,삼성화재해상보험(주),사서,1,계약직,월급,"1,285,200",,무관,무관,무관,,    ,서울특별시 서초구 서초대로74길 14삼성화재 (서초동),중소,서울동부지사,1588-1519
478,2019-07-24,2019-07-24 ~ 2019-08-16,쿠팡풀필먼트서비스유한회사,쇼핑몰택배 준비원,10,계약직,월급,"1,900,000",,무관,무관,무관,,    ,충청남도 천안시 서북구 입장면 용정리2길 22쿠팡입장물류센터,중소,서울동부지사,1588-1519
479,2019-07-24,2019-07-24 ~ 2019-08-16,(주)와이지원,연삭기 및 연마(광택)기 조작원,3,상용직,시급,"8,750",,무관,무관,무관,,    ,광주광역시 광산구 하남산단9번로 186-13(도천동 621-4번지)              ㈜와이지원 광주공장 (도천동),중소,광주지역본부,1588-1519
480,2019-07-24,2019-07-24 ~ 2019-07-31,(주)광주신세계,음식서비스 관리자,1,상용직,월급,"1,700,000",,무관,무관,무관,,    ,광주광역시 서구 무진대로 932(광천동),중소,광주지역본부,1588-1519
481,2019-07-24,2019-07-24 ~ 2019-08-05,주식회사 아로미마실,매장 정리원(매장 보조원),6,계약직,시급,"8,350",,무관,0년개월,무관,,    ,전라북도 전주시 덕진구 백제대로 567(금암동),중소,전북지사,1588-1519
482,2019-07-24,2019-07-24 ~ 2019-10-23,금호산업(주),환경 미화원,1,계약직,월급,"1,310,950",,무관,무관,무관,,    ,전라남도 나주시 시청길 4금호산업(주) (송월동),대기업,전남지사,1588-1519
483,2019-07-24,2019-07-24 ~ 2019-08-09,미르테크,자동차 부분품 조립·검사원,1,상용직,시급,"8,350",,무관,무관,무관,,    ,경기도 평택시 포승읍 평택항로156번길 36한국단자공업(주) 내 미르테크,중소,한국시각장애인연합회경기도지부,1588-1519
484,2019-07-24,2019-07-24 ~ 2019-08-02,(주)에이케이무역,고객 상담원(홈 및 인터넷쇼핑몰·택배·운송),3,상용직,연봉,"23,500,000",,경력,1년0개월,무관,,    ,서울특별시 동작구 노량진로 74유한양행빌딩 구관 2층,중소,한국장애인복지관협회,1588-1519
485,2019-07-24,2019-07-24 ~ 2019-09-08,(주)한미기술,빌딩 전기관리원,1,계약직,월급,"2,400,000",,경력,2년0개월,무관,,전기기능사    ,서울특별시 강남구 학동로44길 6(주) 한미기술 (논현동),중소,서울강남고용,1588-1519
486,2019-07-24,2019-07-24 ~ 2019-09-22,(주)아람인테크,사업체 구내식당 급식 조리사,1,파견근로,월급,"1,882,925",,신입,무관,무관,,    ,서울특별시 강남구 논현로 416운기빌딩 7층 (역삼동),중소,서울강남고용,1588-1519
487,2019-07-24,2019-07-24 ~ 2019-08-15,(주)아람인테크,인사 사무원,2,상용직,월급,"2,100,000",,신입,무관,초대졸,법학,자동차운전면허    ,서울특별시 강남구 논현로 416운기빌딩 7층 (역삼동),중소,서울강남고용,1588-1519
488,2019-07-24,2019-07-24 ~ 2019-08-12,(사)사회복지공동모금회,총무 및 일반 사무원,2,계약직,월급,"2,750,000",,무관,무관,무관,,    ,서울특별시 중구 세종대로21길 39 (정동),중소,서울고용,1588-1519
489,2019-07-24,2019-07-24 ~ 2019-08-09,공익활동가 사회적협동조합 동행,시민단체 활동가,2,상용직,월급,"1,800,000",,무관,무관,무관,,    ,서울특별시 종로구 대학로 45임호빌딩 4층 공익활동가 사회적협동조합 동행 (연건동),중소,서울고용,1588-1519
490,2019-07-24,2019-07-24 ~ 2019-08-09,아주네트웍스　주식회사,환경미화원 및 재활용품 수거원,1,계약직,시급,"8,350",,경력,1년0개월,무관,,    ,서울특별시 용산구 한남대로 98일신빌딩 (한남동),중소,서울서부고용,1588-1519
491,2019-07-24,2019-07-24 ~ 2019-09-23,마포가온장애인자립생활센터,회계 사무원,1,계약직,연봉,"24,000,000",,무관,무관,무관,,    ,서울특별시 마포구 만리재로 14르네상스타워 2001호 (공덕동),중소,서울서부고용,1588-1519
492,2019-07-24,2019-07-24 ~ 2019-08-07,비비에스퍼실리티,경비원(건물 관리원),2,계약직,월급,"2,200,000",,무관,무관,무관,,자동차운전면허    ,"서울특별시 강서구 마곡서로 152에이동1107호(마곡동,두산더랜드타워) (마곡동)",중소,강서,1588-1519
493,2019-07-24,2019-07-24 ~ 2019-08-07,(주)경진관리,아파트 전기관리원,1,계약직,월급,"3,000,000",,무관,무관,고졸,,    ,서울특별시 영등포구 양산로 90-4경진빌딩 (당산동2가),중소,서울남부고용,1588-1519
494,2019-07-24,2019-07-24 ~ 2019-07-31,녹색개발(주),경리 사무원(아파트·빌딩),1,계약직,월급,"2,100,000",,무관,무관,고졸,,    ,서울특별시 금천구 가산디지털1로 1902호 (가산동),중소,서울관악고용,1588-1519
495,2019-07-24,2019-07-24 ~ 2019-09-23,사단법인 모두누리,일반 영업원,1,계약직,시급,"8,350",,신입,무관,무관,,    ,서울특별시 금천구 범안로 1138715 B02호 (가산동),중소,서울관악고용,1588-1519
496,2019-07-24,2019-07-24 ~ 2019-09-20,사단법인 모두누리,사무 보조원(일반사업체),2,계약직,시급,"8,350",,무관,무관,무관,,    ,서울특별시 금천구 범안로 1138715 B02호 (가산동),중소,서울관악고용,1588-1519
497,2019-07-24,2019-07-24 ~ 2019-09-23,구로장애인자립생활센터,사회복지사,1,상용직,월급,"1,750,000",,무관,무관,무관,가족·사회·복지학,사회복지사    ,서울특별시 구로구 가마산로27길 148층(신원빌딩) (구로동),중소,서울관악고용,1588-1519
498,2019-07-24,2019-07-24 ~ 2019-08-15,길연종합관리(주),"건물 경비원(청사,학교,병원,상가,빌딩,공장 등)",1,상용직,월급,"1,750,000",,무관,무관,무관,,가스기능사  위험물기능사  ,부산광역시 부산진구 중앙대로 584309호,중소,부산고용,1588-1519
499,2019-07-24,2019-07-24 ~ 2019-09-23,의료법인 로뎀의료재단 로뎀요양병원,간호사,1,상용직,월급,"2,600,000",,무관,무관,무관,,간호사    ,부산광역시 해운대구 아랫반송로1번길 27-3로뎀요양병원 (반송동),중소,부산동부고용,1588-1519
500,2019-07-24,2019-07-24 ~ 2019-08-07,(주)우주엔비텍,하수·폐수 처리장치 조작원,1,계약직,월급,"2,000,000",,경력,5년0개월,무관,,수질환경산업기사    ,경상남도 창원시 진해구 천자로 105-1진해자원회수시설(진해소각장) (덕산동),중소,창원고용센터,1588-1519
501,2019-07-24,2019-07-24 ~ 2019-08-05,(사)울산광역시장애인복지서비스지원협회,승합차 운전원,6,계약직,시급,"8,350",,무관,무관,무관,,자동차운전면허1종보통  택시운전자격  ,울산광역시 중구 남외2길 14층 울산광역시장애인복지서비스지원협회 (남외동),중소,울산고용센터,1588-1519
502,2019-07-24,2019-07-24 ~ 2019-08-05,(사)울산광역시장애인복지서비스지원협회,콜센터 상담원(콜센터·고객센터·CS센터),1,계약직,시급,"8,350",,무관,무관,무관,,    ,울산광역시 중구 남외2길 14층 울산광역시장애인복지서비스지원협회 (남외동),중소,울산고용센터,1588-1519
503,2019-07-24,2019-07-24 ~ 2019-08-15,주식회사다울피피티,플랜트공학 기술자 및 연구원,1,상용직,월급,"2,000,000",,무관,무관,초대졸,기계공학,전산응용기계제도기능사    ,경상남도 김해시 장유로373번길 52,중소,김해고용,1588-1519
504,2019-07-24,2019-07-24 ~ 2019-09-23,해솔산업 주식회사,영업 기획·관리·지원 사무원,1,상용직,연봉,"24,000,000",,무관,무관,고졸,금융·회계·세무학,컴퓨터활용능력3급  정보기술자격(ITQ)시험  ,경상북도 영천시 영천산단로 450,중소,경산센터,1588-1519
505,2019-07-24,2019-07-24 ~ 2019-09-23,해솔산업 주식회사,생산·품질 사무원,1,상용직,연봉,"24,000,000",,무관,무관,고졸,금융·회계·세무학,컴퓨터활용능력3급  정보기술자격(ITQ)시험  ,경상북도 영천시 영천산단로 450,중소,경산센터,1588-1519
506,2019-07-24,2019-07-24 ~ 2019-08-08,강동어르신행복센터,기타 서비스 단순 종사원,2,계약직,월급,"2,700,000",,무관,무관,무관,,자동차운전면허1종보통    ,대구광역시 동구 안심로 190강동어르신행복센터 (신기동),중소,대구동부,1588-1519
507,2019-07-24,2019-07-24 ~ 2019-08-07,(주)티시테크,제조 단순 종사원,2,상용직,월급,"2,200,000",,무관,무관,고졸,,    ,경상북도 포항시 남구 대송면 철강산단로66번길 89,중소,포항고용,1588-1519
508,2019-07-24,2019-07-24 ~ 2019-07-30,주식회사 포스코휴먼스,기타 서비스 단순 종사원,1,계약직,시급,"8,350",,무관,무관,무관,,    ,경상북도 포항시 남구 동해안로6213번길 15-1포스코휴먼스 (동촌동),중소,포항고용,1588-1519
509,2019-07-24,2019-07-24 ~ 2019-08-10,(주)호가,웹 디자이너,2,시간제,월급,"2,300,000",,경력,2년0개월,무관,,    ,인천광역시 서구 원당대로205번길 2-59 (오류동),중소,인천서부,1588-1519
510,2019-07-24,2019-07-24 ~ 2019-09-21,주식회사 인성드림,하수·폐수 처리장치 조작원,1,상용직,월급,"2,500,000",,경력,5년0개월,무관,,"대기관리,수질관리,소음진동기술사  대기환경,수질환경,소음진동기사  ",인천광역시 서구 백범로810번길 27 (가좌동),중소,인천서부,1588-1519
511,2019-07-24,2019-07-24 ~ 2019-08-07,오뚜기물류서비스(주),하역·적재 종사원,5,계약직,연봉,"28,000,000",,무관,무관,고졸,,지게차운전기능사    ,경기도 용인시 처인구 백암면 백암로 49,중소,용인센터,1588-1519
512,2019-07-24,2019-07-24 ~ 2019-08-07,오뚜기물류서비스(주),하역·적재 종사원,5,계약직,연봉,"28,000,000",,무관,무관,고졸,,지게차운전기능사    ,경기도 용인시 처인구 백암면 백암로 49,중소,용인센터,1588-1519
