,0,1,2,3,4
3221,2019-02-01,서울특별시,서초구,반포4동,10
3222,2019-02-01,서울특별시,성북구,돈암제2동,10
3223,2019-02-01,서울특별시,성북구,장위제1동,10
3224,2019-02-01,서울특별시,종로구,교남동,10
3225,2019-02-01,서울특별시,강남구,역삼1동,9
3226,2019-02-01,서울특별시,구로구,구로제3동,9
3227,2019-02-01,서울특별시,도봉구,창제4동,9
3228,2019-02-01,서울특별시,동작구,흑석동,9
3229,2019-02-01,서울특별시,서대문구,북아현동,9
3230,2019-02-01,서울특별시,서초구,반포3동,9
3231,2019-02-01,서울특별시,서초구,양재1동,9
3232,승차일자,시/도,시/군/구,동/읍/면,승차건수
3233,2019-02-02,서울특별시,영등포구,여의동,43
3234,2019-02-02,서울특별시,서대문구,신촌동,21
3235,2019-02-02,서울특별시,양천구,신정3동,20
3236,2019-02-02,서울특별시,강남구,세곡동,18
3237,2019-02-02,서울특별시,강북구,번제3동,16
3238,2019-02-02,서울특별시,강서구,등촌제3동,16
3239,2019-02-02,서울특별시,종로구,이화동,16
3240,2019-02-02,서울특별시,강북구,인수동,14
3241,2019-02-02,서울특별시,노원구,중계2.3동,14
3242,2019-02-02,서울특별시,강남구,수서동,12
3243,2019-02-02,서울특별시,강서구,가양제2동,12
3244,2019-02-02,서울특별시,용산구,남영동,12
3245,2019-02-02,서울특별시,강동구,강일동,11
3246,2019-02-02,서울특별시,노원구,하계1동,11
3247,2019-02-02,서울특별시,송파구,장지동,11
3248,2019-02-02,서울특별시,영등포구,영등포동,11
3249,2019-02-02,서울특별시,강동구,천호제2동,10
3250,2019-02-02,서울특별시,강서구,가양제1동,10
3251,2019-02-02,서울특별시,강서구,방화제3동,10
3252,2019-02-02,서울특별시,노원구,상계6.7동,10
3253,2019-02-02,서울특별시,마포구,성산제2동,10
3254,2019-02-02,서울특별시,용산구,한강로동,10
3255,2019-02-02,서울특별시,은평구,진관동,10
3256,2019-02-02,서울특별시,중구,명동,10
3257,2019-02-02,서울특별시,강북구,송중동,9
3258,2019-02-02,서울특별시,관악구,은천동,9
3259,2019-02-02,서울특별시,광진구,구의제2동,9
3260,2019-02-02,서울특별시,광진구,자양제3동,9
3261,2019-02-02,서울특별시,노원구,중계4동,9
3262,2019-02-02,서울특별시,도봉구,창제1동,9
3263,2019-02-02,서울특별시,도봉구,창제4동,9
3264,2019-02-02,서울특별시,서대문구,연희동,9
3265,2019-02-02,서울특별시,송파구,풍납2동,9
3266,2019-02-02,서울특별시,중랑구,신내1동,9
3267,2019-02-02,서울특별시,강북구,삼각산동,8
3268,2019-02-02,서울특별시,강서구,발산제1동,8
3269,2019-02-02,서울특별시,노원구,상계1동,8
3270,2019-02-02,서울특별시,노원구,월계3동,8
3271,2019-02-02,서울특별시,송파구,문정2동,8
3272,2019-02-02,서울특별시,중랑구,신내2동,8
3273,2019-02-02,서울특별시,강남구,일원2동,7
3274,2019-02-02,서울특별시,강동구,길동,7
3275,2019-02-02,서울특별시,강동구,성내제2동,7
3276,2019-02-02,서울특별시,강서구,방화제1동,7
3277,2019-02-02,서울특별시,노원구,상계3.4동,7
3278,2019-02-02,서울특별시,노원구,월계2동,7
3279,2019-02-02,서울특별시,도봉구,쌍문제3동,7
3280,2019-02-02,서울특별시,동대문구,제기제2동,7
3281,2019-02-02,서울특별시,동작구,신대방제2동,7
3282,2019-02-02,서울특별시,서대문구,남가좌제2동,7
3283,2019-02-02,서울특별시,성북구,석관동,7
3284,2019-02-02,서울특별시,송파구,가락본동,7
3285,2019-02-02,서울특별시,양천구,목1동,7
3286,2019-02-02,서울특별시,양천구,신정6동,7
3287,2019-02-02,서울특별시,중랑구,상봉제1동,7
3288,2019-02-02,서울특별시,강남구,역삼1동,6
3289,2019-02-02,서울특별시,강남구,대치1동,6
3290,2019-02-02,서울특별시,강북구,번제2동,6
3291,2019-02-02,서울특별시,강북구,송천동,6
3292,2019-02-02,서울특별시,강서구,방화제2동,6
3293,2019-02-02,서울특별시,관악구,서원동,6
3294,2019-02-02,서울특별시,구로구,오류제2동,6
3295,2019-02-02,서울특별시,노원구,공릉1.3동,6
3296,2019-02-02,서울특별시,마포구,상암동,6
3297,2019-02-02,서울특별시,서대문구,충현동,6
3298,2019-02-02,서울특별시,서대문구,홍은제2동,6
3299,2019-02-02,서울특별시,서초구,양재1동,6
3300,2019-02-02,서울특별시,성동구,왕십리제2동,6
3301,2019-02-02,서울특별시,성북구,길음제2동,6
3302,2019-02-02,서울특별시,성북구,삼선동,6
3303,2019-02-02,서울특별시,성북구,종암동,6
3304,2019-02-02,서울특별시,양천구,목5동,6
3305,2019-02-02,서울특별시,은평구,역촌동,6
3306,2019-02-02,서울특별시,종로구,교남동,6
3307,2019-02-02,서울특별시,종로구,종로1.2.3.4가동,6
3308,2019-02-02,서울특별시,종로구,창신제1동,6
3309,2019-02-02,경기도,의정부시,자금동,5
3310,2019-02-02,경기도,남양주시,별내면,5
3311,2019-02-02,서울특별시,강동구,암사제1동,5
3312,2019-02-02,서울특별시,강서구,공항동,5
3313,2019-02-02,서울특별시,금천구,독산제1동,5
3314,2019-02-02,서울특별시,노원구,공릉2동,5
3315,2019-02-02,서울특별시,노원구,상계2동,5
3316,2019-02-02,서울특별시,노원구,하계2동,5
3317,2019-02-02,서울특별시,도봉구,쌍문제2동,5
3318,2019-02-02,서울특별시,동작구,흑석동,5
3319,2019-02-02,서울특별시,마포구,아현동,5
3320,2019-02-02,서울특별시,서대문구,홍제제3동,5
3321,2019-02-02,서울특별시,서초구,반포4동,5
3322,2019-02-02,서울특별시,성동구,금호1가동,5
3323,2019-02-02,서울특별시,성동구,마장동,5
3324,2019-02-02,서울특별시,성동구,행당제1동,5
3325,2019-02-02,서울특별시,성북구,길음제1동,5
3326,2019-02-02,서울특별시,송파구,오금동,5
3327,2019-02-02,서울특별시,양천구,신정7동,5
3328,2019-02-02,서울특별시,영등포구,양평제2동,5
3329,2019-02-02,서울특별시,은평구,갈현제2동,5
3330,2019-02-02,서울특별시,은평구,구산동,5
3331,2019-02-02,서울특별시,은평구,대조동,5
3332,2019-02-02,서울특별시,종로구,숭인제2동,5
3333,승차일자,시/도,시/군/구,동/읍/면,승차건수
3334,2019-02-03,서울특별시,노원구,하계1동,23
3335,2019-02-03,서울특별시,영등포구,여의동,22
3336,2019-02-03,서울특별시,강서구,등촌제3동,17
3337,2019-02-03,서울특별시,서초구,양재1동,15
3338,2019-02-03,서울특별시,송파구,오륜동,14
3339,2019-02-03,서울특별시,송파구,장지동,14
3340,2019-02-03,서울특별시,은평구,역촌동,14
3341,2019-02-03,서울특별시,강북구,번제3동,13
3342,2019-02-03,서울특별시,강북구,인수동,13
3343,2019-02-03,서울특별시,용산구,서빙고동,13
3344,2019-02-03,서울특별시,강남구,수서동,12
3345,2019-02-03,서울특별시,강남구,세곡동,12
3346,2019-02-03,서울특별시,노원구,월계1동,12
3347,2019-02-03,서울특별시,노원구,월계2동,12
3348,2019-02-03,서울특별시,노원구,중계2.3동,12
3349,2019-02-03,서울특별시,서대문구,신촌동,12
3350,2019-02-03,서울특별시,영등포구,영등포동,12
3351,2019-02-03,서울특별시,강서구,방화제3동,11
3352,2019-02-03,서울특별시,노원구,월계3동,11
3353,2019-02-03,서울특별시,노원구,중계4동,11
3354,2019-02-03,서울특별시,동대문구,휘경제2동,11
3355,2019-02-03,서울특별시,강동구,명일제1동,10
3356,2019-02-03,서울특별시,노원구,상계6.7동,10
3357,2019-02-03,서울특별시,양천구,신정3동,10
3358,2019-02-03,서울특별시,강서구,가양제2동,9
3359,2019-02-03,서울특별시,마포구,성산제2동,9
3360,2019-02-03,서울특별시,종로구,사직동,9
3361,2019-02-03,서울특별시,중랑구,신내2동,9
3362,2019-02-03,서울특별시,강남구,역삼1동,8
3363,2019-02-03,서울특별시,강서구,화곡제1동,8
3364,2019-02-03,서울특별시,강서구,화곡제6동,8
3365,2019-02-03,서울특별시,노원구,공릉1.3동,8
3366,2019-02-03,서울특별시,마포구,망원제2동,8
3367,2019-02-03,서울특별시,마포구,서교동,8
3368,2019-02-03,서울특별시,서대문구,연희동,8
3369,2019-02-03,서울특별시,양천구,목1동,8
3370,2019-02-03,서울특별시,용산구,남영동,8
3371,2019-02-03,서울특별시,은평구,응암제3동,8
3372,2019-02-03,서울특별시,은평구,진관동,8
3373,2019-02-03,서울특별시,강남구,일원1동,7
3374,2019-02-03,서울특별시,강동구,길동,7
3375,2019-02-03,서울특별시,강동구,둔촌제2동,7
3376,2019-02-03,서울특별시,강동구,천호제2동,7
3377,2019-02-03,서울특별시,관악구,행운동,7
3378,2019-02-03,서울특별시,광진구,구의제3동,7
3379,2019-02-03,서울특별시,금천구,시흥제2동,7
3380,2019-02-03,서울특별시,노원구,공릉2동,7
3381,2019-02-03,서울특별시,노원구,상계2동,7
3382,2019-02-03,서울특별시,도봉구,방학제1동,7
3383,2019-02-03,서울특별시,성동구,왕십리도선동,7
3384,2019-02-03,서울특별시,용산구,한강로동,7
3385,2019-02-03,경기도,성남시분당구,야탑3동,6
3386,2019-02-03,서울특별시,강북구,송천동,6
3387,2019-02-03,서울특별시,강서구,가양제3동,6
3388,2019-02-03,서울특별시,강서구,공항동,6
3389,2019-02-03,서울특별시,강서구,방화제1동,6
3390,2019-02-03,서울특별시,구로구,수궁동,6
3391,2019-02-03,서울특별시,금천구,시흥제4동,6
3392,2019-02-03,서울특별시,노원구,하계2동,6
3393,2019-02-03,서울특별시,도봉구,도봉제1동,6
3394,2019-02-03,서울특별시,서초구,서초3동,6
3395,2019-02-03,서울특별시,은평구,신사제1동,6
3396,2019-02-03,서울특별시,종로구,종로1.2.3.4가동,6
3397,2019-02-03,서울특별시,중랑구,상봉제2동,6
3398,2019-02-03,서울특별시,중랑구,신내1동,6
3399,2019-02-03,서울특별시,강남구,일원본동,5
3400,2019-02-03,서울특별시,강북구,미아동,5
3401,2019-02-03,서울특별시,강서구,등촌제1동,5
3402,2019-02-03,서울특별시,강서구,방화제2동,5
3403,2019-02-03,서울특별시,관악구,삼성동,5
3404,2019-02-03,서울특별시,도봉구,창제1동,5
3405,2019-02-03,서울특별시,도봉구,창제4동,5
3406,2019-02-03,서울특별시,동대문구,이문제2동,5
3407,2019-02-03,서울특별시,동대문구,전농제2동,5
3408,2019-02-03,서울특별시,동작구,노량진제1동,5
3409,2019-02-03,서울특별시,동작구,흑석동,5
3410,2019-02-03,서울특별시,성동구,마장동,5
3411,2019-02-03,서울특별시,성북구,보문동,5
3412,2019-02-03,서울특별시,성북구,삼선동,5
3413,2019-02-03,서울특별시,송파구,문정2동,5
3414,2019-02-03,서울특별시,송파구,오금동,5
3415,2019-02-03,서울특별시,송파구,잠실7동,5
3416,2019-02-03,서울특별시,송파구,풍납2동,5
3417,2019-02-03,서울특별시,양천구,목4동,5
3418,2019-02-03,서울특별시,영등포구,문래동,5
3419,2019-02-03,서울특별시,은평구,구산동,5
3420,2019-02-03,서울특별시,종로구,창신제1동,5
3421,2019-02-03,서울특별시,중구,명동,5
3422,2019-02-03,서울특별시,중구,신당제3동,5
3423,2019-02-03,서울특별시,중랑구,면목제4동,5
3424,2019-02-03,서울특별시,중랑구,묵제1동,5
3425,2019-02-03,서울특별시,강남구,일원2동,4
3426,2019-02-03,서울특별시,강남구,압구정동,4
3427,2019-02-03,서울특별시,강남구,신사동,4
3428,2019-02-03,경기도,구리시,갈매동,4
3429,2019-02-03,서울특별시,강동구,강일동,4
3430,2019-02-03,서울특별시,강동구,성내제3동,4
3431,2019-02-03,서울특별시,강북구,번제2동,4
3432,2019-02-03,서울특별시,강북구,삼각산동,4
3433,2019-02-03,서울특별시,강북구,삼양동,4
3434,승차일자,시/도,시/군/구,동/읍/면,승차건수
3435,2019-02-04,서울특별시,강서구,등촌제3동,18
3436,2019-02-04,서울특별시,송파구,풍납2동,13
3437,2019-02-04,서울특별시,중랑구,신내1동,13
3438,2019-02-04,서울특별시,강북구,번제3동,12
3439,2019-02-04,서울특별시,강남구,수서동,11
3440,2019-02-04,서울특별시,강북구,인수동,11
3441,2019-02-04,서울특별시,관악구,은천동,11
3442,2019-02-04,서울특별시,노원구,상계6.7동,11
3443,2019-02-04,서울특별시,노원구,중계2.3동,11
3444,2019-02-04,서울특별시,서대문구,충현동,11
3445,2019-02-04,서울특별시,양천구,신정3동,11
3446,2019-02-04,서울특별시,영등포구,영등포동,10
3447,2019-02-04,서울특별시,노원구,하계1동,9
3448,2019-02-04,서울특별시,노원구,하계2동,9
3449,2019-02-04,서울특별시,금천구,독산제1동,8
3450,2019-02-04,서울특별시,노원구,월계3동,8
3451,2019-02-04,서울특별시,서초구,양재2동,8
3452,2019-02-04,서울특별시,성북구,삼선동,8
3453,2019-02-04,서울특별시,송파구,잠실3동,8
3454,2019-02-04,서울특별시,양천구,목5동,8
3455,2019-02-04,서울특별시,중구,회현동,8
3456,2019-02-04,서울특별시,강동구,천호제1동,7
3457,2019-02-04,서울특별시,강서구,가양제3동,7
3458,2019-02-04,서울특별시,관악구,서원동,7
3459,2019-02-04,서울특별시,노원구,공릉1.3동,7
3460,2019-02-04,서울특별시,동대문구,회기동,7
3461,2019-02-04,서울특별시,서대문구,신촌동,7
3462,2019-02-04,서울특별시,서초구,반포3동,7
3463,2019-02-04,서울특별시,영등포구,여의동,7
3464,2019-02-04,서울특별시,중랑구,상봉제1동,7
3465,2019-02-04,서울특별시,강동구,둔촌제2동,6
3466,2019-02-04,서울특별시,강동구,상일동,6
3467,2019-02-04,서울특별시,강동구,천호제2동,6
3468,2019-02-04,서울특별시,강북구,수유제2동,6
3469,2019-02-04,서울특별시,강서구,가양제2동,6
3470,2019-02-04,서울특별시,광진구,구의제2동,6
3471,2019-02-04,서울특별시,광진구,구의제3동,6
3472,2019-02-04,서울특별시,동대문구,휘경제2동,6
3473,2019-02-04,서울특별시,성북구,석관동,6
3474,2019-02-04,서울특별시,성북구,종암동,6
3475,2019-02-04,서울특별시,송파구,문정2동,6
3476,2019-02-04,서울특별시,송파구,장지동,6
3477,2019-02-04,서울특별시,종로구,이화동,6
3478,2019-02-04,경기도,남양주시,별내면,5
3479,2019-02-04,경기도,하남시,풍산동,5
3480,2019-02-04,서울특별시,강동구,천호제3동,5
3481,2019-02-04,서울특별시,강북구,송중동,5
3482,2019-02-04,서울특별시,강북구,수유제3동,5
3483,2019-02-04,서울특별시,강서구,공항동,5
3484,2019-02-04,서울특별시,강서구,방화제2동,5
3485,2019-02-04,서울특별시,강서구,화곡제8동,5
3486,2019-02-04,서울특별시,관악구,보라매동,5
3487,2019-02-04,서울특별시,관악구,삼성동,5
3488,2019-02-04,서울특별시,구로구,오류제2동,5
3489,2019-02-04,서울특별시,노원구,상계3.4동,5
3490,2019-02-04,서울특별시,노원구,월계1동,5
3491,2019-02-04,서울특별시,노원구,월계2동,5
3492,2019-02-04,서울특별시,도봉구,창제1동,5
3493,2019-02-04,서울특별시,동대문구,용두동,5
3494,2019-02-04,서울특별시,동대문구,전농제2동,5
3495,2019-02-04,서울특별시,동작구,신대방제2동,5
3496,2019-02-04,서울특별시,마포구,서교동,5
3497,2019-02-04,서울특별시,마포구,성산제2동,5
3498,2019-02-04,서울특별시,서초구,방배2동,5
3499,2019-02-04,서울특별시,서초구,양재1동,5
3500,2019-02-04,서울특별시,성북구,월곡제2동,5
3501,2019-02-04,서울특별시,용산구,남영동,5
3502,2019-02-04,서울특별시,용산구,한강로동,5
3503,2019-02-04,서울특별시,은평구,대조동,5
3504,2019-02-04,서울특별시,종로구,교남동,5
3505,2019-02-04,서울특별시,종로구,종로1.2.3.4가동,5
3506,2019-02-04,서울특별시,중랑구,면목제2동,5
3507,2019-02-04,서울특별시,중랑구,신내2동,5
3508,2019-02-04,경기도,의정부시,자금동,4
3509,2019-02-04,경기도,성남시분당구,구미1동,4
3510,2019-02-04,경기도,부천시오정구,고강본동,4
3511,2019-02-04,경기도,부천시소사구,송내1동,4
3512,2019-02-04,경기도,고양시덕양구,고양동,4
3513,2019-02-04,서울특별시,강남구,세곡동,4
3514,2019-02-04,서울특별시,강남구,일원1동,4
3515,2019-02-04,서울특별시,강동구,강일동,4
3516,2019-02-04,서울특별시,강동구,암사제1동,4
3517,2019-02-04,서울특별시,강북구,삼각산동,4
3518,2019-02-04,서울특별시,강북구,우이동,4
3519,2019-02-04,서울특별시,관악구,신림동,4
3520,2019-02-04,서울특별시,관악구,인헌동,4
3521,2019-02-04,서울특별시,광진구,구의제1동,4
3522,2019-02-04,서울특별시,광진구,자양제4동,4
3523,2019-02-04,서울특별시,광진구,화양동,4
3524,2019-02-04,서울특별시,구로구,개봉제1동,4
3525,2019-02-04,서울특별시,구로구,수궁동,4
3526,2019-02-04,서울특별시,금천구,가산동,4
3527,2019-02-04,서울특별시,도봉구,도봉제2동,4
3528,2019-02-04,서울특별시,도봉구,쌍문제3동,4
3529,2019-02-04,서울특별시,동작구,대방동,4
3530,2019-02-04,서울특별시,동작구,흑석동,4
3531,2019-02-04,서울특별시,마포구,상암동,4
3532,2019-02-04,서울특별시,서대문구,연희동,4
3533,2019-02-04,서울특별시,성동구,금호1가동,4
3534,2019-02-04,서울특별시,성동구,금호2.3가동,4
3535,승차일자,시/도,시/군/구,동/읍/면,승차건수
3536,2019-02-05,서울특별시,강남구,세곡동,18
3537,2019-02-05,서울특별시,강서구,등촌제3동,18
3538,2019-02-05,서울특별시,노원구,중계2.3동,18
3539,2019-02-05,서울특별시,강남구,수서동,13
3540,2019-02-05,서울특별시,양천구,신정3동,13
3541,2019-02-05,서울특별시,노원구,월계3동,12
3542,2019-02-05,서울특별시,노원구,중계4동,12
3543,2019-02-05,서울특별시,노원구,하계1동,10
3544,2019-02-05,서울특별시,종로구,삼청동,10
3545,2019-02-05,서울특별시,강동구,천호제2동,9
3546,2019-02-05,서울특별시,강북구,인수동,9
3547,2019-02-05,서울특별시,구로구,수궁동,9
3548,2019-02-05,서울특별시,성북구,삼선동,9
3549,2019-02-05,서울특별시,중랑구,상봉제1동,9
3550,2019-02-05,서울특별시,강북구,번제3동,8
3551,2019-02-05,서울특별시,강서구,가양제2동,8
3552,2019-02-05,서울특별시,노원구,월계2동,8
3553,2019-02-05,서울특별시,마포구,성산제2동,8
3554,2019-02-05,서울특별시,서대문구,신촌동,8
3555,2019-02-05,서울특별시,송파구,장지동,8
3556,2019-02-05,서울특별시,강서구,가양제3동,7
3557,2019-02-05,서울특별시,서초구,양재1동,7
3558,2019-02-05,서울특별시,성북구,종암동,7
3559,2019-02-05,서울특별시,송파구,가락본동,7
3560,2019-02-05,서울특별시,송파구,풍납2동,7
3561,2019-02-05,서울특별시,영등포구,영등포동,7
3562,2019-02-05,서울특별시,은평구,진관동,7
3563,2019-02-05,서울특별시,종로구,종로1.2.3.4가동,7
3564,2019-02-05,서울특별시,중랑구,신내1동,7
3565,2019-02-05,서울특별시,중랑구,신내2동,7
3566,2019-02-05,서울특별시,강동구,강일동,6
3567,2019-02-05,서울특별시,강동구,둔촌제2동,6
3568,2019-02-05,서울특별시,강동구,암사제1동,6
3569,2019-02-05,서울특별시,강북구,우이동,6
3570,2019-02-05,서울특별시,관악구,은천동,6
3571,2019-02-05,서울특별시,구로구,오류제2동,6
3572,2019-02-05,서울특별시,금천구,독산제1동,6
3573,2019-02-05,서울특별시,노원구,상계1동,6
3574,2019-02-05,서울특별시,동대문구,장안제2동,6
3575,2019-02-05,서울특별시,동대문구,전농제2동,6
3576,2019-02-05,서울특별시,동대문구,휘경제2동,6
3577,2019-02-05,서울특별시,마포구,서교동,6
3578,2019-02-05,서울특별시,송파구,오금동,6
3579,2019-02-05,서울특별시,송파구,잠실3동,6
3580,2019-02-05,서울특별시,영등포구,여의동,6
3581,2019-02-05,서울특별시,용산구,한강로동,6
3582,2019-02-05,서울특별시,은평구,구산동,6
3583,2019-02-05,경기도,하남시,신장2동,5
3584,2019-02-05,경기도,김포시,김포2동,5
3585,2019-02-05,경기도,성남시수정구,복정동,5
3586,2019-02-05,서울특별시,강동구,길동,5
3587,2019-02-05,서울특별시,강동구,성내제2동,5
3588,2019-02-05,서울특별시,강북구,번제2동,5
3589,2019-02-05,서울특별시,강서구,가양제1동,5
3590,2019-02-05,서울특별시,강서구,공항동,5
3591,2019-02-05,서울특별시,강서구,방화제3동,5
3592,2019-02-05,서울특별시,강서구,화곡제4동,5
3593,2019-02-05,서울특별시,금천구,독산제4동,5
3594,2019-02-05,서울특별시,노원구,공릉2동,5
3595,2019-02-05,서울특별시,노원구,상계6.7동,5
3596,2019-02-05,서울특별시,동대문구,용두동,5
3597,2019-02-05,서울특별시,마포구,성산제1동,5
3598,2019-02-05,서울특별시,서대문구,북가좌제2동,5
3599,2019-02-05,서울특별시,성북구,석관동,5
3600,2019-02-05,서울특별시,성북구,월곡제1동,5
3601,2019-02-05,서울특별시,양천구,목5동,5
3602,2019-02-05,서울특별시,양천구,신정7동,5
3603,2019-02-05,서울특별시,은평구,역촌동,5
3604,2019-02-05,서울특별시,종로구,교남동,5
3605,2019-02-05,서울특별시,중랑구,망우본동,5
3606,2019-02-05,경기도,성남시분당구,구미1동,4
3607,2019-02-05,경기도,부천시원미구,상3동,4
3608,2019-02-05,경기도,부천시오정구,성곡동,4
3609,2019-02-05,경기도,고양시덕양구,신도동,4
3610,2019-02-05,서울특별시,강남구,역삼1동,4
3611,2019-02-05,서울특별시,강동구,상일동,4
3612,2019-02-05,서울특별시,강동구,천호제3동,4
3613,2019-02-05,서울특별시,강북구,삼각산동,4
3614,2019-02-05,서울특별시,강북구,송중동,4
3615,2019-02-05,서울특별시,강서구,화곡제1동,4
3616,2019-02-05,서울특별시,강서구,화곡제6동,4
3617,2019-02-05,서울특별시,관악구,난곡동,4
3618,2019-02-05,서울특별시,관악구,삼성동,4
3619,2019-02-05,서울특별시,관악구,서원동,4
3620,2019-02-05,서울특별시,광진구,군자동,4
3621,2019-02-05,서울특별시,광진구,자양제3동,4
3622,2019-02-05,서울특별시,구로구,고척제2동,4
3623,2019-02-05,서울특별시,구로구,구로제2동,4
3624,2019-02-05,서울특별시,노원구,공릉1.3동,4
3625,2019-02-05,서울특별시,노원구,상계3.4동,4
3626,2019-02-05,서울특별시,노원구,월계1동,4
3627,2019-02-05,서울특별시,도봉구,도봉제1동,4
3628,2019-02-05,서울특별시,도봉구,쌍문제3동,4
3629,2019-02-05,서울특별시,도봉구,쌍문제4동,4
3630,2019-02-05,서울특별시,도봉구,창제1동,4
3631,2019-02-05,서울특별시,도봉구,창제2동,4
3632,2019-02-05,서울특별시,마포구,상암동,4
3633,2019-02-05,서울특별시,서초구,방배2동,4
3634,2019-02-05,서울특별시,성동구,금호1가동,4
3635,2019-02-05,서울특별시,성북구,길음제1동,4
3636,승차일자,시/도,시/군/구,동/읍/면,승차건수
3637,2019-02-06,서울특별시,강북구,인수동,19
3638,2019-02-06,서울특별시,양천구,신정3동,19
3639,2019-02-06,서울특별시,강서구,등촌제3동,17
3640,2019-02-06,서울특별시,노원구,중계2.3동,15
3641,2019-02-06,서울특별시,구로구,구로제5동,14
3642,2019-02-06,서울특별시,노원구,상계6.7동,14
3643,2019-02-06,서울특별시,서대문구,신촌동,13
3644,2019-02-06,서울특별시,송파구,풍납2동,13
3645,2019-02-06,서울특별시,영등포구,영등포동,13
3646,2019-02-06,서울특별시,종로구,종로1.2.3.4가동,12
3647,2019-02-06,서울특별시,강북구,번제3동,11
3648,2019-02-06,서울특별시,노원구,월계2동,11
3649,2019-02-06,서울특별시,노원구,하계1동,11
3650,2019-02-06,서울특별시,동대문구,신설동,11
3651,2019-02-06,서울특별시,양천구,목5동,11
3652,2019-02-06,서울특별시,중랑구,신내1동,11
3653,2019-02-06,서울특별시,강동구,천호제2동,10
3654,2019-02-06,경기도,의정부시,자금동,9
3655,2019-02-06,서울특별시,강남구,세곡동,9
3656,2019-02-06,서울특별시,강남구,수서동,9
3657,2019-02-06,서울특별시,금천구,독산제3동,9
3658,2019-02-06,서울특별시,노원구,상계1동,9
3659,2019-02-06,서울특별시,노원구,월계3동,9
3660,2019-02-06,서울특별시,성동구,행당제1동,9
3661,2019-02-06,서울특별시,송파구,가락본동,9
3662,2019-02-06,경기도,부천시오정구,성곡동,8
3663,2019-02-06,서울특별시,강남구,청담동,8
3664,2019-02-06,서울특별시,광진구,구의제2동,8
3665,2019-02-06,서울특별시,동대문구,답십리제3동,8
3666,2019-02-06,서울특별시,마포구,성산제2동,8
3667,2019-02-06,서울특별시,영등포구,여의동,8
3668,2019-02-06,서울특별시,강북구,송중동,7
3669,2019-02-06,서울특별시,구로구,개봉제1동,7
3670,2019-02-06,서울특별시,구로구,수궁동,7
3671,2019-02-06,서울특별시,동대문구,용두동,7
3672,2019-02-06,서울특별시,마포구,상암동,7
3673,2019-02-06,서울특별시,서대문구,충현동,7
3674,2019-02-06,서울특별시,중랑구,신내2동,7
3675,2019-02-06,서울특별시,강동구,둔촌제2동,6
3676,2019-02-06,서울특별시,강북구,수유제3동,6
3677,2019-02-06,서울특별시,강서구,공항동,6
3678,2019-02-06,서울특별시,강서구,발산제1동,6
3679,2019-02-06,서울특별시,강서구,방화제2동,6
3680,2019-02-06,서울특별시,관악구,신림동,6
3681,2019-02-06,서울특별시,노원구,상계3.4동,6
3682,2019-02-06,서울특별시,노원구,중계1동,6
3683,2019-02-06,서울특별시,도봉구,방학제1동,6
3684,2019-02-06,서울특별시,동대문구,회기동,6
3685,2019-02-06,서울특별시,동대문구,휘경제2동,6
3686,2019-02-06,서울특별시,서초구,서초1동,6
3687,2019-02-06,서울특별시,서초구,서초4동,6
3688,2019-02-06,서울특별시,서초구,양재1동,6
3689,2019-02-06,서울특별시,성북구,삼선동,6
3690,2019-02-06,서울특별시,성북구,종암동,6
3691,2019-02-06,서울특별시,송파구,장지동,6
3692,2019-02-06,서울특별시,영등포구,대림제3동,6
3693,2019-02-06,서울특별시,용산구,한강로동,6
3694,2019-02-06,서울특별시,은평구,역촌동,6
3695,2019-02-06,서울특별시,종로구,숭인제2동,6
3696,2019-02-06,서울특별시,종로구,이화동,6
3697,2019-02-06,서울특별시,중랑구,묵제1동,6
3698,2019-02-06,서울특별시,중랑구,상봉제1동,6
3699,2019-02-06,서울특별시,중랑구,상봉제2동,6
3700,2019-02-06,서울특별시,중랑구,중화제2동,6
3701,2019-02-06,경기도,하남시,풍산동,5
3702,2019-02-06,경기도,의정부시,송산1동,5
3703,2019-02-06,서울특별시,강동구,천호제1동,5
3704,2019-02-06,서울특별시,강북구,송천동,5
3705,2019-02-06,서울특별시,강서구,가양제1동,5
3706,2019-02-06,서울특별시,관악구,보라매동,5
3707,2019-02-06,서울특별시,관악구,중앙동,5
3708,2019-02-06,서울특별시,금천구,시흥제2동,5
3709,2019-02-06,서울특별시,노원구,공릉2동,5
3710,2019-02-06,서울특별시,노원구,월계1동,5
3711,2019-02-06,서울특별시,노원구,중계4동,5
3712,2019-02-06,서울특별시,도봉구,창제3동,5
3713,2019-02-06,서울특별시,동대문구,장안제3동,5
3714,2019-02-06,서울특별시,서대문구,연희동,5
3715,2019-02-06,서울특별시,서초구,양재2동,5
3716,2019-02-06,서울특별시,성동구,왕십리도선동,5
3717,2019-02-06,서울특별시,성북구,보문동,5
3718,2019-02-06,서울특별시,성북구,석관동,5
3719,2019-02-06,서울특별시,송파구,거여1동,5
3720,2019-02-06,서울특별시,송파구,잠실3동,5
3721,2019-02-06,서울특별시,양천구,목1동,5
3722,2019-02-06,서울특별시,은평구,진관동,5
3723,2019-02-06,서울특별시,종로구,사직동,5
3724,2019-02-06,서울특별시,중구,명동,5
3725,2019-02-06,서울특별시,중랑구,면목제3.8동,5
3726,2019-02-06,서울특별시,강남구,일원1동,4
3727,2019-02-06,서울특별시,강남구,일원본동,4
