DATE,SI_NM,GU_NM,EMD_NM,TAXI_CNT
2019-01-23,서울특별시,은평구,진관동,14
2019-01-23,서울특별시,종로구,청운효자동,14
2019-01-23,서울특별시,중랑구,상봉제1동,14
2019-01-23,서울특별시,강남구,도곡1동,13
2019-01-23,서울특별시,강남구,일원2동,13
2019-01-23,서울특별시,강동구,강일동,13
2019-01-23,서울특별시,강북구,송중동,13
2019-01-23,서울특별시,금천구,독산제1동,13
2019-01-23,서울특별시,동작구,대방동,13
2019-01-23,서울특별시,서대문구,홍은제2동,13
2019-01-23,서울특별시,성북구,월곡제2동,13
2019-01-23,서울특별시,종로구,교남동,13
2019-01-23,서울특별시,중랑구,묵제1동,13
2019-01-23,서울특별시,강남구,삼성1동,12
2019-01-23,서울특별시,강남구,일원본동,12
2019-01-23,서울특별시,강서구,우장산동,12
2019-01-23,서울특별시,노원구,월계1동,12
2019-01-23,서울특별시,서대문구,남가좌제2동,12
2019-01-23,서울특별시,서대문구,연희동,12
2019-01-23,서울특별시,성동구,사근동,12
2019-01-23,서울특별시,양천구,목5동,12
2019-01-23,서울특별시,영등포구,대림제3동,12
2019-01-23,서울특별시,중구,명동,12
2019-01-23,서울특별시,중랑구,망우본동,12
2019-01-23,서울특별시,강남구,역삼1동,11
2019-01-23,서울특별시,구로구,구로제3동,11
2019-01-23,서울특별시,노원구,중계4동,11
2019-01-23,서울특별시,도봉구,방학제3동,11
2019-01-23,서울특별시,도봉구,창제1동,11
2019-01-23,서울특별시,동작구,신대방제1동,11
2019-01-23,서울특별시,마포구,서교동,11
2019-01-23,서울특별시,강동구,명일제1동,10
2019-01-23,서울특별시,강북구,삼각산동,10
2019-01-24,서울특별시,서대문구,신촌동,77
2019-01-24,서울특별시,노원구,상계6.7동,76
2019-01-24,서울특별시,은평구,역촌동,74
2019-01-24,서울특별시,노원구,하계1동,62
2019-01-24,서울특별시,동작구,신대방제2동,55
2019-01-24,서울특별시,광진구,구의제2동,47
2019-01-24,서울특별시,강북구,인수동,43
2019-01-24,서울특별시,중랑구,신내1동,43
2019-01-24,서울특별시,마포구,상암동,40
2019-01-24,서울특별시,영등포구,영등포동,40
2019-01-24,서울특별시,강서구,방화제1동,34
2019-01-24,서울특별시,마포구,성산제2동,34
2019-01-24,서울특별시,종로구,이화동,34
2019-01-24,서울특별시,송파구,풍납2동,33
2019-01-24,서울특별시,양천구,신정6동,32
2019-01-24,서울특별시,강동구,둔촌제2동,30
2019-01-24,서울특별시,양천구,신정3동,30
2019-01-24,서울특별시,강서구,가양제2동,29
2019-01-24,서울특별시,은평구,구산동,29
2019-01-24,서울특별시,노원구,월계2동,28
2019-01-24,서울특별시,영등포구,여의동,28
2019-01-24,서울특별시,도봉구,도봉제2동,27
2019-01-24,서울특별시,영등포구,대림제3동,27
2019-01-24,서울특별시,강서구,등촌제3동,25
2019-01-24,서울특별시,강북구,번제2동,24
2019-01-24,서울특별시,강동구,고덕제1동,23
2019-01-24,서울특별시,금천구,독산제1동,23
2019-01-24,서울특별시,강남구,세곡동,22
2019-01-24,서울특별시,노원구,상계2동,22
2019-01-24,서울특별시,동대문구,휘경제2동,22
2019-01-24,서울특별시,관악구,보라매동,21
2019-01-24,서울특별시,종로구,청운효자동,21
2019-01-24,서울특별시,강동구,상일동,20
2019-01-24,서울특별시,양천구,목5동,20
2019-01-24,서울특별시,노원구,상계1동,19
2019-01-24,서울특별시,노원구,중계2.3동,19
2019-01-24,서울특별시,서초구,서초1동,19
2019-01-24,서울특별시,성동구,왕십리도선동,19
2019-01-24,서울특별시,강동구,길동,18
2019-01-24,서울특별시,마포구,대흥동,18
2019-01-24,서울특별시,강동구,천호제2동,17
2019-01-24,서울특별시,도봉구,쌍문제3동,17
2019-01-24,서울특별시,서초구,반포4동,17
2019-01-24,서울특별시,은평구,진관동,17
2019-01-24,서울특별시,종로구,교남동,17
2019-01-24,서울특별시,강북구,번제3동,16
2019-01-24,서울특별시,노원구,월계3동,16
2019-01-24,서울특별시,성북구,길음제1동,16
2019-01-24,서울특별시,강남구,수서동,15
2019-01-24,서울특별시,강남구,일원1동,15
2019-01-24,서울특별시,구로구,구로제2동,15
2019-01-24,서울특별시,서대문구,연희동,15
2019-01-24,서울특별시,강동구,강일동,14
2019-01-24,서울특별시,노원구,중계4동,14
2019-01-24,서울특별시,노원구,하계2동,14
2019-01-24,서울특별시,서대문구,홍은제2동,14
2019-01-24,서울특별시,서초구,내곡동,14
2019-01-24,서울특별시,서초구,양재1동,14
2019-01-24,서울특별시,종로구,종로1.2.3.4가동,14
2019-01-24,서울특별시,강서구,발산제1동,13
2019-01-24,서울특별시,강서구,우장산동,13
2019-01-24,서울특별시,구로구,오류제2동,13
2019-01-24,서울특별시,노원구,공릉1.3동,13
2019-01-24,서울특별시,노원구,중계1동,13
2019-01-24,서울특별시,동대문구,회기동,13
2019-01-24,서울특별시,마포구,성산제1동,13
2019-01-24,서울특별시,성동구,마장동,13
2019-01-24,서울특별시,중랑구,면목제3.8동,13
2019-01-24,서울특별시,강남구,역삼1동,12
2019-01-24,서울특별시,강동구,천호제3동,12
2019-01-24,서울특별시,강북구,삼각산동,12
2019-01-24,서울특별시,강서구,가양제1동,12
2019-01-24,서울특별시,강서구,가양제3동,12
2019-01-24,서울특별시,구로구,구로제5동,12
2019-01-24,서울특별시,도봉구,창제1동,12
2019-01-24,서울특별시,동작구,상도제1동,12
2019-01-24,서울특별시,성북구,월곡제2동,12
2019-01-24,서울특별시,중랑구,망우본동,12
2019-01-24,서울특별시,중랑구,묵제1동,12
2019-01-24,서울특별시,강동구,명일제1동,11
2019-01-24,서울특별시,광진구,구의제1동,11
2019-01-24,서울특별시,구로구,구로제3동,11
2019-01-24,서울특별시,노원구,월계1동,11
2019-01-24,서울특별시,동대문구,신설동,11
2019-01-24,서울특별시,동대문구,이문제3동,11
2019-01-24,서울특별시,성북구,종암동,11
2019-01-24,서울특별시,송파구,가락본동,11
2019-01-24,서울특별시,양천구,신정7동,11
2019-01-24,서울특별시,중구,회현동,11
2019-01-24,서울특별시,강남구,삼성1동,10
2019-01-24,서울특별시,강남구,일원2동,10
2019-01-24,서울특별시,관악구,미성동,10
2019-01-24,서울특별시,관악구,서원동,10
2019-01-24,서울특별시,도봉구,방학제1동,10
2019-01-24,서울특별시,동대문구,용두동,10
2019-01-24,서울특별시,동대문구,전농제2동,10
2019-01-24,서울특별시,동대문구,청량리동,10
2019-01-24,서울특별시,마포구,망원제1동,10
2019-01-24,서울특별시,성동구,사근동,10
2019-01-24,서울특별시,송파구,마천2동,10
2019-01-25,서울특별시,노원구,상계6.7동,98
2019-01-25,서울특별시,서대문구,신촌동,70
2019-01-25,서울특별시,노원구,하계1동,61
2019-01-25,서울특별시,은평구,역촌동,59
2019-01-25,서울특별시,강북구,인수동,55
2019-01-25,서울특별시,중랑구,신내1동,48
2019-01-25,서울특별시,강서구,방화제1동,46
2019-01-25,서울특별시,영등포구,영등포동,46
2019-01-25,서울특별시,동작구,신대방제2동,44
2019-01-25,서울특별시,도봉구,도봉제2동,38
2019-01-25,서울특별시,광진구,구의제2동,35
2019-01-25,서울특별시,종로구,이화동,35
2019-01-25,서울특별시,마포구,상암동,33
2019-01-25,서울특별시,관악구,보라매동,31
2019-01-25,서울특별시,마포구,성산제2동,31
2019-01-25,서울특별시,양천구,신정3동,29
2019-01-25,서울특별시,양천구,신정6동,29
2019-01-25,서울특별시,강동구,고덕제1동,28
2019-01-25,서울특별시,강서구,등촌제3동,28
2019-01-25,서울특별시,송파구,풍납2동,28
2019-01-25,서울특별시,영등포구,여의동,27
2019-01-25,서울특별시,은평구,구산동,27
2019-01-25,서울특별시,강남구,수서동,26
2019-01-25,서울특별시,구로구,구로제5동,26
2019-01-25,서울특별시,성북구,길음제1동,26
2019-01-25,서울특별시,강동구,둔촌제2동,25
2019-01-25,서울특별시,강동구,상일동,25
2019-01-25,서울특별시,노원구,중계2.3동,25
2019-01-25,서울특별시,서초구,서초1동,25
2019-01-25,서울특별시,강동구,천호제2동,24
2019-01-25,서울특별시,양천구,목5동,24
2019-01-25,서울특별시,강남구,세곡동,23
2019-01-25,서울특별시,노원구,월계2동,23
2019-01-25,서울특별시,노원구,상계1동,20
2019-01-25,서울특별시,노원구,상계2동,20
2019-01-25,서울특별시,강남구,도곡1동,19
2019-01-25,서울특별시,노원구,월계3동,19
2019-01-25,서울특별시,중랑구,망우본동,19
2019-01-25,서울특별시,중랑구,면목제3.8동,19
2019-01-25,서울특별시,강동구,강일동,18
2019-01-25,서울특별시,강서구,가양제2동,18
2019-01-25,서울특별시,강동구,길동,17
2019-01-25,서울특별시,강북구,번제3동,17
2019-01-25,서울특별시,동대문구,전농제2동,17
2019-01-25,서울특별시,서초구,양재1동,17
2019-01-25,서울특별시,성동구,마장동,17
2019-01-25,서울특별시,성동구,왕십리도선동,17
2019-01-25,서울특별시,은평구,진관동,17
2019-01-25,서울특별시,종로구,종로1.2.3.4가동,17
2019-01-25,서울특별시,중구,명동,17
2019-01-25,서울특별시,송파구,장지동,16
2019-01-25,서울특별시,강북구,송중동,15
2019-01-25,서울특별시,노원구,월계1동,15
2019-01-25,서울특별시,도봉구,창제4동,15
2019-01-25,서울특별시,동대문구,휘경제2동,15
2019-01-25,서울특별시,송파구,오금동,15
2019-01-25,서울특별시,마포구,대흥동,14
2019-01-25,서울특별시,성북구,종암동,14
2019-01-25,서울특별시,종로구,청운효자동,14
2019-01-25,서울특별시,강북구,번제2동,13
2019-01-25,서울특별시,구로구,구로제3동,13
2019-01-25,서울특별시,노원구,상계3.4동,13
2019-01-25,서울특별시,동대문구,이문제3동,13
2019-01-25,서울특별시,마포구,망원제1동,13
2019-01-25,서울특별시,서초구,내곡동,13
2019-01-25,서울특별시,서초구,반포4동,13
2019-01-25,서울특별시,영등포구,대림제3동,13
2019-01-25,서울특별시,종로구,교남동,13
2019-01-25,서울특별시,중랑구,묵제1동,13
2019-01-25,서울특별시,강북구,삼각산동,12
2019-01-25,서울특별시,강서구,가양제1동,12
2019-01-25,서울특별시,광진구,화양동,12
2019-01-25,서울특별시,구로구,수궁동,12
2019-01-25,서울특별시,노원구,공릉1.3동,12
2019-01-25,서울특별시,노원구,중계4동,12
2019-01-25,서울특별시,도봉구,창제1동,12
2019-01-25,서울특별시,동대문구,답십리제3동,12
2019-01-25,서울특별시,성북구,길음제2동,12
2019-01-25,서울특별시,송파구,가락본동,12
2019-01-25,서울특별시,중랑구,상봉제1동,12
2019-01-25,서울특별시,중랑구,신내2동,12
2019-01-25,서울특별시,강남구,역삼1동,11
2019-01-25,서울특별시,강동구,명일제1동,11
2019-01-25,서울특별시,관악구,성현동,11
2019-01-25,서울특별시,관악구,은천동,11
2019-01-25,서울특별시,광진구,중곡제2동,11
2019-01-25,서울특별시,노원구,공릉2동,11
2019-01-25,서울특별시,마포구,망원제2동,11
2019-01-25,서울특별시,서대문구,연희동,11
2019-01-25,서울특별시,서초구,방배2동,11
2019-01-25,서울특별시,성북구,안암동,11
2019-01-25,서울특별시,송파구,석촌동,11
2019-01-25,서울특별시,양천구,목1동,11
2019-01-25,서울특별시,용산구,효창동,11
2019-01-25,서울특별시,강남구,일원1동,10
2019-01-25,서울특별시,강남구,일원2동,10
2019-01-25,서울특별시,강동구,천호제3동,10
2019-01-25,서울특별시,강서구,가양제3동,10
2019-01-25,서울특별시,강서구,방화제2동,10
2019-01-25,서울특별시,관악구,미성동,10
2019-01-26,서울특별시,영등포구,여의동,41
2019-01-26,서울특별시,노원구,하계1동,20
2019-01-26,서울특별시,광진구,구의제2동,18
2019-01-26,서울특별시,강서구,등촌제3동,17
2019-01-26,서울특별시,노원구,상계6.7동,17
2019-01-26,서울특별시,서대문구,신촌동,17
2019-01-26,서울특별시,동작구,신대방제2동,16
2019-01-26,서울특별시,강남구,수서동,15
2019-01-26,서울특별시,강북구,인수동,15
2019-01-26,서울특별시,노원구,중계2.3동,14
2019-01-26,서울특별시,마포구,성산제2동,14
2019-01-26,서울특별시,강북구,번제3동,13
2019-01-26,서울특별시,양천구,신정3동,13
2019-01-26,서울특별시,구로구,오류제2동,12
2019-01-26,서울특별시,노원구,월계3동,12
2019-01-26,서울특별시,도봉구,쌍문제3동,12
2019-01-26,서울특별시,영등포구,영등포동,12
2019-01-26,서울특별시,중랑구,신내1동,12
2019-01-26,서울특별시,강서구,가양제1동,11
2019-01-26,서울특별시,서초구,양재1동,11
2019-01-26,서울특별시,강서구,가양제2동,10
2019-01-26,서울특별시,강서구,발산제1동,10
2019-01-26,서울특별시,송파구,풍납2동,10
2019-01-26,서울특별시,강서구,방화제3동,9
2019-01-26,서울특별시,노원구,상계1동,9
2019-01-26,서울특별시,도봉구,도봉제2동,9
2019-01-26,서울특별시,동대문구,전농제2동,9
2019-01-26,서울특별시,서대문구,남가좌제2동,9
2019-01-26,서울특별시,성북구,길음제1동,9
2019-01-26,서울특별시,양천구,신정6동,9
2019-01-26,서울특별시,종로구,종로1.2.3.4가동,9
2019-01-26,서울특별시,강남구,세곡동,8
2019-01-26,서울특별시,구로구,개봉제1동,8
2019-01-26,서울특별시,노원구,공릉1.3동,8
2019-01-26,서울특별시,노원구,상계2동,8
2019-01-26,서울특별시,노원구,월계2동,8
2019-01-26,서울특별시,도봉구,창제4동,8
2019-01-26,서울특별시,성북구,월곡제2동,8
2019-01-26,서울특별시,양천구,목5동,8
2019-01-26,서울특별시,영등포구,대림제3동,8
2019-01-26,서울특별시,은평구,역촌동,8
2019-01-26,서울특별시,종로구,이화동,8
2019-01-26,서울특별시,중랑구,상봉제1동,8
2019-01-26,서울특별시,강동구,길동,7
2019-01-26,서울특별시,강동구,천호제2동,7
2019-01-26,서울특별시,강서구,방화제2동,7
2019-01-26,서울특별시,마포구,아현동,7
2019-01-26,서울특별시,서초구,서초1동,7
2019-01-26,서울특별시,성북구,석관동,7
2019-01-26,서울특별시,송파구,장지동,7
2019-01-26,서울특별시,은평구,구산동,7
2019-01-26,서울특별시,은평구,응암제3동,7
2019-01-26,서울특별시,중구,회현동,7
2019-01-26,서울특별시,중랑구,신내2동,7
2019-01-26,서울특별시,강남구,일원본동,6
2019-01-26,서울특별시,강남구,일원2동,6
2019-01-26,서울특별시,강남구,일원1동,6
2019-01-26,서울특별시,강남구,역삼1동,6
2019-01-26,서울특별시,강동구,천호제1동,6
2019-01-26,서울특별시,강북구,번제2동,6
2019-01-26,서울특별시,강서구,공항동,6
2019-01-26,서울특별시,구로구,구로제5동,6
2019-01-26,서울특별시,금천구,독산제1동,6
2019-01-26,서울특별시,노원구,상계3.4동,6
2019-01-26,서울특별시,노원구,월계1동,6
2019-01-26,서울특별시,노원구,하계2동,6
2019-01-26,서울특별시,마포구,상암동,6
2019-01-26,서울특별시,마포구,서교동,6
2019-01-26,서울특별시,성북구,길음제2동,6
2019-01-26,서울특별시,성북구,삼선동,6
2019-01-26,서울특별시,송파구,가락본동,6
2019-01-26,서울특별시,송파구,잠실본동,6
2019-01-26,서울특별시,종로구,교남동,6
2019-01-26,서울특별시,중랑구,면목제3.8동,6
2019-01-26,서울특별시,강동구,고덕제1동,5
2019-01-26,서울특별시,강동구,강일동,5
2019-01-26,서울특별시,강동구,명일제1동,5
2019-01-26,서울특별시,강동구,성내제2동,5
2019-01-26,서울특별시,강동구,암사제1동,5
2019-01-26,서울특별시,강북구,번제1동,5
2019-01-26,서울특별시,강북구,송중동,5
2019-01-26,서울특별시,강북구,우이동,5
2019-01-26,서울특별시,강서구,등촌제1동,5
2019-01-26,서울특별시,강서구,방화제1동,5
2019-01-26,서울특별시,관악구,서원동,5
2019-01-26,서울특별시,노원구,공릉2동,5
2019-01-26,서울특별시,도봉구,창제1동,5
2019-01-26,서울특별시,동작구,상도제1동,5
2019-01-26,서울특별시,동작구,흑석동,5
2019-01-26,서울특별시,서대문구,충현동,5
2019-01-26,서울특별시,서초구,반포4동,5
2019-01-26,서울특별시,서초구,서초3동,5
2019-01-26,서울특별시,성동구,행당제1동,5
2019-01-26,서울특별시,성북구,보문동,5
2019-01-26,서울특별시,성북구,종암동,5
2019-01-26,서울특별시,송파구,문정2동,5
2019-01-26,서울특별시,송파구,오금동,5
2019-01-26,서울특별시,영등포구,영등포본동,5
2019-01-26,서울특별시,용산구,남영동,5
2019-01-26,서울특별시,용산구,한강로동,5
2019-01-27,서울특별시,영등포구,여의동,26
2019-01-27,서울특별시,서대문구,신촌동,21
2019-01-27,서울특별시,강서구,등촌제3동,17
2019-01-27,서울특별시,용산구,서빙고동,16
2019-01-27,서울특별시,종로구,사직동,16
2019-01-27,서울특별시,노원구,중계2.3동,15
2019-01-27,서울특별시,노원구,하계1동,15
2019-01-27,서울특별시,서초구,양재1동,15
2019-01-27,서울특별시,은평구,역촌동,15
2019-01-27,서울특별시,강남구,수서동,13
2019-01-27,서울특별시,노원구,상계2동,13
2019-01-27,서울특별시,양천구,신정3동,13
2019-01-27,서울특별시,강남구,세곡동,12
2019-01-27,서울특별시,노원구,월계2동,12
2019-01-27,서울특별시,마포구,성산제2동,12
2019-01-27,서울특별시,중구,명동,12
2019-01-27,서울특별시,강동구,천호제2동,11
2019-01-27,서울특별시,강북구,번제3동,11
2019-01-27,서울특별시,강북구,송천동,11
2019-01-27,서울특별시,노원구,중계4동,11
2019-01-27,서울특별시,동대문구,휘경제2동,11
2019-01-27,서울특별시,동작구,노량진제1동,11
2019-01-27,서울특별시,용산구,한강로동,11
2019-01-27,서울특별시,강서구,가양제2동,10
2019-01-27,서울특별시,마포구,망원제2동,10
2019-01-27,서울특별시,서초구,서초3동,10
2019-01-27,서울특별시,송파구,오륜동,10
2019-01-27,서울특별시,강남구,역삼1동,9
2019-01-27,서울특별시,강북구,인수동,9
2019-01-27,서울특별시,노원구,월계1동,9
2019-01-27,서울특별시,노원구,월계3동,9
2019-01-27,서울특별시,마포구,상암동,9
2019-01-27,서울특별시,성북구,월곡제2동,9
2019-01-27,서울특별시,송파구,장지동,9
2019-01-27,서울특별시,은평구,구산동,9
2019-01-27,서울특별시,강서구,방화제3동,8
2019-01-27,서울특별시,도봉구,방학제1동,8
2019-01-27,서울특별시,도봉구,창제4동,8
2019-01-27,서울특별시,서대문구,연희동,8
2019-01-27,서울특별시,은평구,진관동,8
2019-01-27,서울특별시,강서구,방화제1동,7
2019-01-27,서울특별시,강서구,방화제2동,7
2019-01-27,서울특별시,강서구,우장산동,7
2019-01-27,서울특별시,광진구,구의제3동,7
2019-01-27,서울특별시,구로구,수궁동,7
2019-01-27,서울특별시,구로구,오류제2동,7
2019-01-27,서울특별시,마포구,서교동,7
2019-01-27,서울특별시,성동구,왕십리도선동,7
2019-01-27,서울특별시,영등포구,영등포동,7
2019-01-27,서울특별시,은평구,응암제3동,7
2019-01-27,서울특별시,종로구,이화동,7
2019-01-27,서울특별시,종로구,종로1.2.3.4가동,7
2019-01-27,서울특별시,중랑구,신내1동,7
2019-01-27,서울특별시,강남구,일원1동,6
2019-01-27,서울특별시,강남구,일원본동,6
2019-01-27,서울특별시,강동구,강일동,6
2019-01-27,서울특별시,강서구,화곡제1동,6
2019-01-27,서울특별시,관악구,삼성동,6
2019-01-27,서울특별시,관악구,성현동,6
2019-01-27,서울특별시,관악구,행운동,6
2019-01-27,서울특별시,구로구,구로제3동,6
2019-01-27,서울특별시,노원구,상계1동,6
2019-01-27,서울특별시,노원구,상계6.7동,6
2019-01-27,서울특별시,노원구,하계2동,6
2019-01-27,서울특별시,도봉구,창제1동,6
2019-01-27,서울특별시,서초구,서초1동,6
2019-01-27,서울특별시,성북구,안암동,6
2019-01-27,서울특별시,양천구,신정7동,6
2019-01-27,서울특별시,강남구,일원2동,5
2019-01-27,서울특별시,강동구,길동,5
2019-01-27,서울특별시,강북구,번제1동,5
2019-01-27,서울특별시,관악구,서원동,5
2019-01-27,서울특별시,금천구,시흥제2동,5
2019-01-27,서울특별시,노원구,중계1동,5
2019-01-27,서울특별시,도봉구,쌍문제2동,5
2019-01-27,서울특별시,도봉구,창제3동,5
2019-01-27,서울특별시,동대문구,용두동,5
2019-01-27,서울특별시,동작구,대방동,5
2019-01-27,서울특별시,성북구,보문동,5
2019-01-27,서울특별시,송파구,석촌동,5
2019-01-27,서울특별시,송파구,오금동,5
2019-01-27,서울특별시,송파구,풍납2동,5
2019-01-27,서울특별시,영등포구,대림제3동,5
2019-01-27,서울특별시,용산구,남영동,5
2019-01-27,서울특별시,용산구,청파동,5
2019-01-27,서울특별시,은평구,불광제2동,5
2019-01-27,서울특별시,중구,광희동,5
2019-01-27,서울특별시,중랑구,묵제1동,5
2019-01-27,서울특별시,중랑구,상봉제2동,5
2019-01-27,서울특별시,강남구,논현1동,4
2019-01-27,서울특별시,강남구,압구정동,4
2019-01-27,서울특별시,강남구,청담동,4
2019-01-27,서울특별시,강동구,둔촌제2동,4
2019-01-27,서울특별시,강북구,삼각산동,4
2019-01-27,서울특별시,강북구,수유제3동,4
2019-01-27,서울특별시,강서구,가양제1동,4
2019-01-28,서울특별시,노원구,상계6.7동,94
2019-01-28,서울특별시,노원구,하계1동,94
2019-01-28,서울특별시,서대문구,신촌동,88
2019-01-28,서울특별시,은평구,역촌동,63
2019-01-28,서울특별시,영등포구,여의동,49
2019-01-28,서울특별시,강북구,인수동,46
2019-01-28,서울특별시,광진구,구의제2동,45
2019-01-28,서울특별시,영등포구,영등포동,43
2019-01-28,서울특별시,중랑구,신내1동,42
2019-01-28,서울특별시,마포구,성산제2동,41
2019-01-28,서울특별시,서대문구,연희동,40
2019-01-28,서울특별시,동작구,신대방제2동,38
2019-01-28,서울특별시,강서구,방화제1동,36
2019-01-28,서울특별시,마포구,상암동,36
2019-01-28,서울특별시,종로구,이화동,35
2019-01-28,서울특별시,도봉구,도봉제2동,34
2019-01-28,서울특별시,양천구,신정3동,33
2019-01-28,서울특별시,강서구,등촌제3동,31
2019-01-28,서울특별시,송파구,풍납2동,31
2019-01-28,서울특별시,강동구,상일동,30
2019-01-28,서울특별시,동대문구,휘경제2동,29
2019-01-28,서울특별시,은평구,구산동,29
2019-01-28,서울특별시,강동구,둔촌제2동,27
2019-01-28,서울특별시,관악구,보라매동,27
2019-01-28,서울특별시,양천구,신정6동,27
2019-01-28,서울특별시,강북구,번제3동,25
2019-01-28,서울특별시,노원구,중계2.3동,25
2019-01-28,서울특별시,강동구,고덕제1동,24
2019-01-28,서울특별시,구로구,구로제5동,24
2019-01-28,서울특별시,성동구,마장동,23
2019-01-28,서울특별시,성북구,길음제1동,23
2019-01-28,서울특별시,종로구,종로1.2.3.4가동,23
2019-01-28,서울특별시,강남구,세곡동,21
2019-01-28,서울특별시,강서구,가양제2동,21
2019-01-28,서울특별시,노원구,상계1동,21
2019-01-28,서울특별시,노원구,월계2동,21
2019-01-28,서울특별시,노원구,월계3동,21
2019-01-28,서울특별시,서초구,서초1동,21
2019-01-28,서울특별시,강동구,강일동,20
2019-01-28,서울특별시,강동구,길동,20
2019-01-28,서울특별시,노원구,상계2동,19
2019-01-28,서울특별시,강북구,번제2동,18
2019-01-28,서울특별시,금천구,독산제1동,18
2019-01-28,서울특별시,노원구,월계1동,18
2019-01-28,서울특별시,마포구,망원제1동,18
2019-01-28,서울특별시,구로구,오류제2동,17
2019-01-28,서울특별시,동대문구,전농제2동,17
2019-01-28,서울특별시,서대문구,홍은제2동,17
2019-01-28,서울특별시,성동구,왕십리도선동,17
2019-01-28,서울특별시,강남구,수서동,16
2019-01-28,서울특별시,강동구,천호제2동,16
2019-01-28,서울특별시,강북구,송중동,16
2019-01-28,서울특별시,송파구,장지동,16
2019-01-28,서울특별시,양천구,목5동,16
2019-01-28,서울특별시,중랑구,면목제3.8동,16
2019-01-28,서울특별시,강서구,가양제1동,15
2019-01-28,서울특별시,광진구,화양동,15
2019-01-28,서울특별시,구로구,수궁동,15
2019-01-28,서울특별시,노원구,공릉2동,15
2019-01-28,서울특별시,동대문구,답십리제3동,15
2019-01-28,서울특별시,동작구,대방동,15
2019-01-28,서울특별시,서대문구,북아현동,15
2019-01-28,서울특별시,서초구,양재1동,15
2019-01-28,서울특별시,성동구,사근동,15
2019-01-28,서울특별시,송파구,오금동,15
2019-01-28,서울특별시,은평구,진관동,15
2019-01-28,서울특별시,종로구,교남동,15
2019-01-28,서울특별시,종로구,청운효자동,15
2019-01-28,서울특별시,노원구,중계4동,14
2019-01-28,서울특별시,동대문구,신설동,14
2019-01-28,서울특별시,동대문구,용두동,14
2019-01-28,서울특별시,동대문구,회기동,14
2019-01-28,서울특별시,동작구,흑석동,14
2019-01-28,서울특별시,영등포구,대림제3동,14
2019-01-28,서울특별시,은평구,응암제2동,14
2019-01-28,서울특별시,강서구,방화제2동,13
2019-01-28,서울특별시,강서구,우장산동,13
2019-01-28,서울특별시,도봉구,방학제1동,13
2019-01-28,서울특별시,도봉구,쌍문제3동,13
2019-01-28,서울특별시,동대문구,이문제3동,13
2019-01-28,서울특별시,마포구,망원제2동,13
2019-01-28,서울특별시,마포구,서교동,13
2019-01-28,서울특별시,서초구,반포4동,13
2019-01-28,서울특별시,성북구,안암동,13
2019-01-28,서울특별시,성북구,장위제1동,13
2019-01-28,서울특별시,양천구,신정4동,13
2019-01-28,서울특별시,용산구,효창동,13
2019-01-28,서울특별시,강북구,송천동,12
2019-01-28,서울특별시,강서구,발산제1동,12
2019-01-28,서울특별시,노원구,공릉1.3동,12
2019-01-28,서울특별시,노원구,상계3.4동,12
2019-01-28,서울특별시,동대문구,장안제3동,12
2019-01-28,서울특별시,마포구,성산제1동,12
2019-01-28,서울특별시,성북구,월곡제2동,12
2019-01-28,서울특별시,성북구,종암동,12
2019-01-28,서울특별시,송파구,방이2동,12
2019-01-28,서울특별시,용산구,한강로동,12
2019-01-28,서울특별시,중구,회현동,12
2019-01-28,서울특별시,중랑구,묵제1동,12
2019-01-28,서울특별시,중랑구,상봉제1동,12
2019-01-29,서울특별시,노원구,하계1동,101
2019-01-29,서울특별시,노원구,상계6.7동,83
2019-01-29,서울특별시,서대문구,신촌동,76
2019-01-29,서울특별시,은평구,역촌동,63
2019-01-29,서울특별시,마포구,성산제2동,54
2019-01-29,서울특별시,종로구,이화동,47
2019-01-29,서울특별시,영등포구,영등포동,45
2019-01-29,서울특별시,강북구,인수동,44
2019-01-29,서울특별시,동작구,신대방제2동,44
2019-01-29,서울특별시,마포구,상암동,42
2019-01-29,서울특별시,광진구,구의제2동,38
2019-01-29,서울특별시,중랑구,신내1동,37
2019-01-29,서울특별시,서대문구,연희동,36
2019-01-29,서울특별시,송파구,풍납2동,35
2019-01-29,서울특별시,영등포구,여의동,32
2019-01-29,서울특별시,강서구,방화제1동,30
2019-01-29,서울특별시,양천구,신정6동,29
2019-01-29,서울특별시,양천구,신정3동,27
2019-01-29,서울특별시,강동구,고덕제1동,26
2019-01-29,서울특별시,강동구,둔촌제2동,26
2019-01-29,서울특별시,강서구,등촌제3동,26
2019-01-29,서울특별시,강남구,세곡동,25
2019-01-29,서울특별시,노원구,중계2.3동,24
2019-01-29,서울특별시,동대문구,휘경제2동,24
2019-01-29,서울특별시,은평구,구산동,24
2019-01-29,서울특별시,노원구,상계2동,23
2019-01-29,서울특별시,강북구,번제2동,22
2019-01-29,서울특별시,관악구,보라매동,22
2019-01-29,서울특별시,노원구,상계1동,22
2019-01-29,서울특별시,도봉구,도봉제2동,22
2019-01-29,서울특별시,영등포구,대림제3동,22
2019-01-29,서울특별시,강동구,상일동,21
2019-01-29,서울특별시,강서구,가양제2동,20
2019-01-29,서울특별시,강북구,번제3동,19
2019-01-29,서울특별시,서초구,서초1동,19
2019-01-29,서울특별시,중랑구,면목제3.8동,19
2019-01-29,서울특별시,강남구,역삼1동,18
2019-01-29,서울특별시,노원구,월계3동,18
2019-01-29,서울특별시,성북구,길음제1동,18
